facility,address,city,system_abbrev,zip_code,latitude,longitude,full_address,capacity,in_hsf,hsf_facility_name
Marshall E. Sherrer Correctional Center,1318 N. 14th St,Milwaukee,WI,53205,,,"1318 N. 14th St, Milwaukee, WI 53205",,,MARSHALL E. SHERRER CORRECTIONAL CENTER
McNaughton Correctional Center,8500 Rainbow Rd,Lake Tomahawk,WI,54939,,,"8500 Rainbow Rd, Lake Tomahawk, WI 54939",,,MCNAUGHTON CORRECTIONAL CENTER
Oregon Correctional Center,5140 County Hwy M,Oregon,WI,53575,,,"5140 County Hwy M, Oregon, WI 53575",,,OREGON CORRECTIONAL CENTER
Sanger B. Powers Correctional Center,N8375 County Line Rd,Oneida,WI,54155,,,"N8375 County Line Rd, Oneida, WI 54155",,,SANGER B. POWERS CORRECTIONAL CENTER
St. Croix Correctional Center,1859 N. 4th St,New Richmond,WI,54017,,,"1859 N. 4th St, New Richmond, WI 54017",,,ST. CROIX CORRECTIONAL CENTER
Thompson Correctional Center,434 State Farm Rd,Deerfield,WI,53531,,,"434 State Farm Rd, Deerfield, WI 53531",,,THOMPSON CORRECTIONAL CENTER
Winnebago Correctional Center,4300 Sherman Rd,Winnebago,WI,54989,,,"4300 Sherman Rd, Winnebago, WI 54989",,,WINNEBAGO CORRECTIONAL CENTER
Taycheedah Correctional Institution,751 County Rd K,Fond du Lac,WI,54936,,,"751 County Rd K, Fond du Lac, WI 54936",,,TAYCHEEDAH CORRECTIONAL INSTITUTION
Milwaukee Women's Correctional Center,615 W. Keefe Ave,Milwaukee,WI,53212,,,"615 W. Keefe Ave, Milwaukee, WI 53212",,,MILWAUKEE WOMEN'S CORRECTIONAL CENTER
Robert E. Ellsworth Correctional Center,21425-A Spring St,Union Grove,WI,53182,,,"21425-A Spring St, Union Grove, WI 53182",,,ROBERT E. ELLSWORTH CORRECTIONAL CENTER
Wyoming Honor Conservation Camp,40 Pippin Rd,Newcastle,WY,82701,,,"40 Pippin Rd, Newcastle, WY 82701",,,WYOMING HONOR CONSERVATION CAMP
Wyoming Honor Farm,40 Honor Farm Rd,Riverton,WY,82501,,,"40 Honor Farm Rd, Riverton, WY 82501",,,WYOMING HONOR FARM
Wyoming Medium Correctional Institution,7076 Rd 55F,Torrington,WY,82240,,,"7076 Rd 55F, Torrington, WY 82240",,,WYOMING MEDIUM CORRECTIONAL INSTITUTION
Wyoming State Penitentiary,2900 S. Higley Blvd ,Rawlins,WY,82301,,,"2900 S. Higley Blvd , Rawlins, WY 82301",,,WYOMING STATE PENITENTIARY
Wyoming Women’s Center,1000 W. Griffith St,Lusk,WY,82225,,,"1000 W. Griffith St, Lusk, WY 82225",,,WYOMING WOMEN’S CENTER
